Lp;simple - balanced;simple - mean;full - balanced;full - mean;half window - balanced;half window - mean
0;0.9022860328965709;0.950381679389313;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
1;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
2;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
3;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
4;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
5;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
6;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
7;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
8;0.9022860328965709;0.950381679389313;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
9;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
10;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
11;0.9022860328965709;0.950381679389313;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
12;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
13;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
14;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
15;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
16;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
17;0.9022860328965709;0.950381679389313;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
18;0.9022860328965709;0.950381679389313;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
19;0.9022860328965709;0.950381679389313;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
20;0.9022860328965709;0.950381679389313;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
21;0.9022860328965709;0.950381679389313;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
22;0.9022860328965709;0.950381679389313;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
23;0.9022860328965709;0.950381679389313;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
24;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
25;0.9022860328965709;0.950381679389313;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
26;0.9191817572099261;0.9580152671755725;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
27;0.9191817572099261;0.9580152671755725;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
28;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
29;0.9022860328965709;0.950381679389313;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
30;0.9022860328965709;0.950381679389313;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
31;0.9022860328965709;0.950381679389313;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
32;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
33;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
34;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
35;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
36;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
37;0.9022860328965709;0.950381679389313;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
38;0.9022860328965709;0.950381679389313;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
39;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
40;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
41;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
42;0.9022860328965709;0.950381679389313;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
43;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
44;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
45;0.9022860328965709;0.950381679389313;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
46;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
47;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
48;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
49;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
50;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
51;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
52;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
53;0.9191817572099261;0.9580152671755725;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
54;0.9022860328965709;0.950381679389313;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
55;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
56;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
57;0.9022860328965709;0.950381679389313;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
58;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
59;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
60;0.9191817572099261;0.9580152671755725;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
61;0.9022860328965709;0.950381679389313;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
62;0.9105660377358491;0.9541984732824428;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
63;0.9191817572099261;0.9580152671755725;0.9505376344086022;0.9618320610687023;0.9348290598290598;0.9618320610687023
